,home,net_points,net_yard,net_turn,weekly_rank,spread,Win,WinSpread
0,1,0,0,0,2,-5.5,1.0,1.0
1,0,0,0,0,6,5.5,0.0,0.0
2,1,0,0,0,17,-1.0,0.0,0.0
3,0,0,0,0,15,1.0,1.0,1.0
4,1,0,0,0,27,-3.0,1.0,1.0
5,0,0,0,0,31,3.0,0.0,0.0
6,1,0,0,0,19,-3.0,1.0,0.5
7,0,0,0,0,20,3.0,0.0,0.5
8,1,0,0,0,21,3.0,0.0,1.0
9,0,0,0,0,9,-3.0,1.0,0.0
10,1,0,0,0,24,3.0,1.0,1.0
11,0,0,0,0,7,-3.0,0.0,0.0
12,1,0,0,0,32,4.5,0.0,0.0
13,0,0,0,0,13,-4.5,1.0,1.0
14,1,0,0,0,14,6.5,0.0,0.0
15,0,0,0,0,1,-6.5,1.0,1.0
16,1,0,0,0,12,-7.0,0.0,0.0
17,0,0,0,0,22,7.0,1.0,1.0
18,1,0,0,0,29,-3.0,1.0,1.0
19,0,0,0,0,26,3.0,0.0,0.0
20,1,0,0,0,3,-6.0,1.0,1.0
21,0,0,0,0,4,6.0,0.0,0.0
22,1,0,0,0,10,-6.0,1.0,1.0
23,0,0,0,0,28,6.0,0.0,0.0
24,1,0,0,0,30,-2.0,0.0,0.0
25,0,0,0,0,25,2.0,1.0,1.0
26,1,0,0,0,8,-6.5,1.0,1.0
27,0,0,0,0,18,6.5,0.0,0.0
28,1,0,0,0,11,-2.5,1.0,1.0
29,0,0,0,0,5,2.5,0.0,0.0
30,1,0,0,0,16,-3.0,1.0,0.5
31,0,0,0,0,23,3.0,0.0,0.5
32,1,-14,-147,0,20,-3.0,0.0,0.0
33,0,3,-67,-1,15,3.0,1.0,1.0
34,1,14,147,0,12,-6.0,0.0,0.0
35,0,17,96,-2,25,6.0,1.0,1.0
36,1,3,78,1,14,7.0,0.0,1.0
37,0,31,159,-2,2,-7.0,1.0,0.0
38,1,27,144,-4,9,-10.0,1.0,1.0
39,0,-1,-286,0,26,10.0,0.0,0.0
40,1,-27,-144,4,32,7.0,1.0,1.0
41,0,7,-78,-4,6,-7.0,0.0,0.0
42,1,-14,-59,1,28,4.0,1.0,1.0
43,0,-31,-159,2,11,-4.0,0.0,0.0
44,1,-10,-40,-1,22,-2.0,0.0,0.0
45,0,3,-68,-1,17,2.0,1.0,1.0
46,1,-3,-78,-1,16,-10.0,1.0,0.0
47,0,-21,-37,1,31,10.0,0.0,1.0
48,1,-3,-127,-1,27,3.5,0.0,0.0
49,0,10,40,1,5,-3.5,1.0,1.0
50,1,15,17,-1,21,-3.0,1.0,0.5
51,0,21,37,-1,24,3.0,0.0,0.5
52,1,-3,67,1,23,2.0,1.0,1.0
53,0,14,59,-1,8,-2.0,0.0,0.0
54,1,-11,-61,2,4,-12.0,1.0,0.0
55,0,-17,-96,2,30,12.0,0.0,1.0
56,1,-7,78,4,7,-10.0,1.0,0.0
57,0,-24,-204,0,18,10.0,0.0,1.0
58,1,1,286,0,10,-10.0,1.0,0.0
59,0,-15,-17,1,29,10.0,0.0,1.0
60,1,24,204,0,1,-3.5,1.0,1.0
61,0,11,61,-2,3,3.5,0.0,0.0
62,1,-3,68,1,13,-7.0,0.0,0.0
63,0,3,127,1,19,7.0,1.0,1.0
64,1,0,77,2,7,-7.0,1.0,0.0
65,0,0,136,1,21,7.0,0.0,1.0
66,1,-27,-54,1,31,-3.0,1.0,0.5
67,0,18,-65,-1,22,3.0,0.0,0.5
68,1,50,341,-3,5,-9.5,1.0,1.0
69,0,4,-273,-2,10,9.5,0.0,0.0
70,1,48,410,-1,1,-16.5,1.0,1.0
71,0,-24,-483,-1,29,16.5,0.0,0.0
72,1,-11,71,0,20,-5.0,1.0,1.0
73,0,18,119,-1,18,5.0,0.0,0.0
74,1,25,-25,-2,12,5.0,1.0,1.0
75,0,-13,-145,-1,4,-5.0,0.0,0.0
76,1,3,-72,-1,23,-3.5,1.0,1.0
77,0,-15,59,1,25,3.5,0.0,0.0
78,1,-31,-203,2,24,-3.0,1.0,0.5
79,0,-20,-145,4,28,3.0,0.0,0.5
80,1,30,89,-4,11,6.5,0.0,1.0
81,0,33,227,-3,2,-6.5,1.0,0.0
82,1,-18,-205,2,30,-3.0,1.0,0.0
83,0,-21,-121,2,26,3.0,0.0,1.0
84,1,11,-10,-1,9,-3.0,1.0,0.5
85,0,1,-101,-2,13,3.0,0.0,0.5
86,1,4,474,-1,8,-3.0,0.0,0.0
87,0,3,38,-1,17,3.0,1.0,1.0
88,1,-27,-153,1,32,4.0,0.0,0.0
89,0,1,154,2,16,-4.0,1.0,1.0
90,1,11,124,2,14,-3.0,0.0,0.0
91,0,-32,-83,0,27,3.0,1.0,1.0
92,1,-1,-103,3,6,-3.0,0.0,0.0
93,0,27,58,-4,3,3.0,1.0,1.0
94,1,-48,-146,4,19,-4.0,0.0,0.0
95,0,1,10,2,15,4.0,1.0,1.0
96,1,-23,-205,2,27,4.0,1.0,1.0
97,0,3,94,2,5,-4.0,0.0,0.0
98,1,-55,-775,0,29,3.0,1.0,1.0
99,0,-28,-371,1,21,-3.0,0.0,0.0
100,1,51,250,-7,3,-13.0,1.0,1.0
101,0,-36,-18,3,30,13.0,0.0,0.0
102,1,-34,-24,3,32,2.0,1.0,1.0
103,0,24,-19,-2,17,-2.0,0.0,0.0
104,1,-17,15,0,20,2.0,1.0,1.0
105,0,-25,-295,6,13,-2.0,0.0,0.0
106,1,15,-60,-1,25,1.0,0.0,0.0
107,0,32,16,-3,6,-1.0,1.0,1.0
108,1,-23,23,5,31,-3.0,0.0,0.0
109,0,-16,-121,2,24,3.0,1.0,1.0
110,1,-17,-334,-2,15,1.0,0.0,0.0
111,0,14,-82,-3,7,-1.0,1.0,1.0
112,1,8,25,0,12,-3.0,0.0,0.0
113,0,24,5,-3,19,3.0,1.0,1.0
114,1,39,335,-5,2,-10.0,1.0,1.0
115,0,-5,413,0,8,10.0,0.0,0.0
116,1,-3,119,1,22,5.0,1.0,1.0
117,0,71,402,-3,4,-5.0,0.0,0.0
118,1,-20,-186,0,9,-12.0,0.0,0.0
119,0,-24,-59,1,28,12.0,1.0,1.0
120,1,-25,-28,2,23,2.0,1.0,1.0
121,0,24,175,-1,16,-2.0,0.0,0.0
122,1,-2,-29,0,18,7.5,0.0,0.0
123,0,79,702,-2,1,-7.5,1.0,1.0
124,1,-10,-2,-1,21,2.0,0.0,0.0
125,0,12,99,-2,8,-2.0,1.0,1.0
126,1,14,75,0,17,-5.5,1.0,0.0
127,0,-41,-68,6,31,5.5,0.0,1.0
128,1,-12,-6,2,18,-4.0,1.0,1.0
129,0,-31,-328,1,26,4.0,0.0,0.0
130,1,64,383,-3,6,-5.0,1.0,1.0
131,0,34,105,-5,5,5.0,0.0,0.0
132,1,4,69,0,13,-4.0,1.0,1.0
133,0,-7,22,-1,12,4.0,0.0,0.0
134,1,100,823,-3,1,-15.5,1.0,1.0
135,0,-9,-320,1,25,15.5,0.0,0.0
136,1,-64,-333,3,32,3.5,0.0,1.0
137,0,4,138,1,15,-3.5,1.0,0.0
138,1,-65,-178,8,29,-4.0,0.0,0.0
139,0,-5,-104,1,14,4.0,1.0,1.0
140,1,18,42,-2,7,-7.5,1.0,0.0
141,0,-24,-118,1,28,7.5,0.0,1.0
142,1,57,400,-7,2,-9.0,1.0,1.0
143,0,37,134,-4,9,9.0,0.0,0.0
144,1,-23,348,2,10,1.0,0.0,0.0
145,0,-34,-243,2,16,-1.0,1.0,1.0
146,1,-37,-521,0,19,3.0,0.0,1.0
147,0,-11,209,3,11,-3.0,1.0,0.0
148,1,39,18,-3,4,-3.0,0.0,0.0
149,0,-35,-302,7,20,3.0,1.0,1.0
150,1,-52,-818,0,30,11.0,0.0,1.0
151,0,79,565,-7,3,-11.0,1.0,0.0
152,1,-20,-88,0,25,2.0,1.0,1.0
153,0,-23,-150,1,23,-2.0,0.0,0.0
154,1,-28,-456,3,15,-4.0,0.0,0.0
155,0,8,-62,-1,27,4.0,1.0,1.0
156,1,-9,361,2,9,-9.0,1.0,1.0
157,0,-67,-341,4,31,9.0,0.0,0.0
158,1,32,172,1,5,-3.0,1.0,0.5
159,0,35,291,-1,8,3.0,0.0,0.5
160,1,-42,-425,2,28,4.5,0.0,0.0
161,0,11,153,-1,22,-4.5,1.0,1.0
162,1,18,-89,-4,11,-2.5,1.0,1.0
163,0,25,93,1,7,2.5,0.0,0.0
164,1,22,185,-3,6,-7.0,1.0,1.0
165,0,17,142,1,16,7.0,0.0,0.0
166,1,-26,-379,5,24,-4.0,1.0,1.0
167,0,-44,-135,5,32,4.0,0.0,0.0
168,1,7,146,0,13,-6.0,0.0,0.0
169,0,-2,-202,0,17,6.0,1.0,1.0
170,1,4,-55,-1,12,-9.5,1.0,1.0
171,0,2,-30,1,20,9.5,0.0,0.0
172,1,80,721,-2,3,5.0,0.0,0.0
173,0,117,882,-7,1,-5.0,1.0,1.0
174,1,13,-93,-4,10,-6.0,0.0,0.0
175,0,-68,-80,9,30,6.0,1.0,1.0
176,1,-31,-169,-2,29,5.5,0.0,0.0
177,0,-1,91,1,14,-5.5,1.0,1.0
178,1,-53,-974,-5,28,3.0,1.0,1.0
179,0,10,345,-2,7,-3.0,0.0,0.0
180,1,32,370,0,11,-8.0,1.0,0.0
181,0,-8,27,5,18,8.0,0.0,1.0
182,1,-54,-163,6,32,15.5,0.0,0.0
183,0,138,1045,-7,1,-15.5,1.0,1.0
184,1,-3,75,1,20,-2.0,0.0,0.0
185,0,22,106,3,12,2.0,1.0,1.0
186,1,-38,-200,0,15,-2.5,1.0,1.0
187,0,21,-102,-6,8,2.5,0.0,0.0
188,1,20,298,3,9,-9.5,1.0,1.0
189,0,-39,-673,1,24,9.5,0.0,0.0
190,1,-57,-138,8,26,-7.5,1.0,0.0
191,0,-52,-376,-4,29,7.5,0.0,1.0
192,1,-30,-131,2,27,-6.0,1.0,1.0
193,0,-49,-571,2,30,6.0,0.0,0.0
194,1,-12,-147,3,25,-1.0,0.0,0.0
195,0,-13,-107,-1,16,1.0,1.0,1.0
196,1,18,299,-1,17,-5.0,0.0,0.0
197,0,-31,-442,7,23,5.0,1.0,1.0
198,1,59,558,-2,4,-9.5,1.0,1.0
199,0,11,-76,-5,22,9.5,0.0,0.0
200,1,2,-35,-3,14,-7.5,1.0,1.0
201,0,-86,-325,8,31,7.5,0.0,0.0
202,1,-61,160,5,21,4.0,1.0,1.0
203,0,85,581,-4,3,-4.0,0.0,0.0
204,1,42,252,-3,5,3.0,0.0,0.0
205,0,76,623,-7,2,-3.0,1.0,1.0
206,1,-113,-393,12,31,3.0,0.0,0.0
207,0,-16,-351,4,19,-3.0,1.0,1.0
208,1,-23,-78,1,23,4.0,0.0,0.0
209,0,82,636,-3,6,-4.0,1.0,1.0
210,1,24,195,-1,8,-7.0,1.0,0.0
211,0,-14,-169,4,27,7.0,0.0,1.0
212,1,13,-83,-5,12,6.5,0.0,0.0
213,0,98,781,-9,2,-6.5,1.0,1.0
214,1,-75,-224,7,32,10.0,0.0,1.0
215,0,38,310,0,4,-10.0,1.0,0.0
216,1,1,-261,-6,26,1.0,0.0,0.0
217,0,15,247,-1,22,-1.0,1.0,1.0
218,1,-28,-390,7,18,-6.0,0.0,0.0
219,0,-31,-344,-2,11,6.0,1.0,1.0
220,1,14,42,-4,16,-3.0,0.0,0.0
221,0,20,94,-1,7,3.0,1.0,1.0
222,1,-56,-624,3,30,-3.0,0.0,0.0
223,0,-48,-1040,-5,25,3.0,1.0,1.0
224,1,18,62,-3,9,-10.0,1.0,1.0
225,0,-5,-14,5,21,10.0,0.0,0.0
226,1,-57,-685,4,28,1.5,0.0,0.0
227,0,-51,-162,9,24,-1.5,1.0,1.0
228,1,159,1106,-8,1,-14.5,1.0,1.0
229,0,34,166,-2,10,14.5,0.0,0.0
230,1,-58,105,4,17,-3.0,0.0,0.0
231,0,35,93,0,5,3.0,1.0,1.0
232,1,-11,-85,-2,11,-2.0,0.0,0.0
233,0,41,191,-1,4,2.0,1.0,1.0
234,1,13,208,-1,17,-3.5,1.0,1.0
235,0,-10,231,7,21,3.5,0.0,0.0
236,1,-58,-352,-5,29,-3.5,1.0,1.0
237,0,-78,-863,4,28,3.5,0.0,0.0
238,1,-22,-234,-5,10,-3.0,1.0,1.0
239,0,-64,7,5,16,3.0,0.0,0.0
240,1,-30,16,9,19,-3.0,1.0,1.0
241,0,21,-72,-4,8,3.0,0.0,0.0
242,1,-38,-947,-7,22,1.0,1.0,1.0
243,0,-34,-172,1,25,-1.0,0.0,0.0
244,1,28,178,-3,9,-5.5,1.0,1.0
245,0,-11,-185,-3,18,5.5,0.0,0.0
246,1,-66,-717,5,30,3.5,0.0,1.0
247,0,-11,-96,1,15,-3.5,1.0,0.0
248,1,-6,-390,-6,26,7.0,1.0,1.0
249,0,43,-68,-8,7,-7.0,0.0,0.0
250,1,-9,-376,3,13,-1.5,1.0,1.0
251,0,29,33,-7,12,1.5,0.0,0.0
252,1,-18,-152,6,27,-3.0,0.0,0.0
253,0,-30,116,10,24,3.0,1.0,1.0
254,1,122,883,-11,2,5.0,0.0,1.0
255,0,204,1368,-11,1,-5.0,1.0,0.0
256,1,22,376,-1,20,3.0,0.0,0.0
257,0,69,743,-1,3,-3.0,1.0,1.0
258,1,93,730,-3,6,-9.5,1.0,1.0
259,0,5,411,-2,14,9.5,0.0,0.0
260,1,-22,-283,-2,15,-2.0,0.0,0.0
261,0,-101,-66,8,25,2.0,1.0,1.0
262,1,-13,122,7,11,-10.0,0.0,0.0
263,0,-120,-368,13,31,10.0,1.0,1.0
264,1,52,389,-1,5,-6.0,1.0,1.0
265,0,12,-91,-6,23,6.0,0.0,0.0
266,1,124,917,-6,4,-9.5,1.0,0.0
267,0,-6,-371,2,9,9.5,0.0,1.0
268,1,-78,-217,8,32,2.5,0.0,0.0
269,0,-26,-767,-7,18,-2.5,1.0,1.0
270,1,-24,-230,-5,19,-4.0,0.0,0.0
271,0,-54,-317,-8,28,4.0,1.0,1.0
272,1,-8,-3,1,12,-2.0,0.0,0.0
273,0,1,258,1,22,2.0,1.0,1.0
274,1,41,223,-1,7,-3.0,0.0,0.0
275,0,4,-178,-2,10,3.0,1.0,1.0
276,1,-26,224,1,17,-3.0,0.0,0.0
277,0,-46,-352,1,26,3.0,1.0,1.0
278,1,-25,-201,8,27,3.5,0.0,0.0
279,0,-37,-500,10,24,-3.5,1.0,1.0
280,1,-17,76,9,21,-2.0,1.0,1.0
281,0,15,-161,-8,8,2.0,0.0,0.0
282,1,41,303,-1,6,1.5,0.0,0.0
283,0,90,861,-3,3,-1.5,1.0,1.0
284,1,25,-367,-8,14,3.0,1.0,1.0
285,0,118,870,-11,2,-3.0,0.0,0.0
286,1,26,28,-6,16,-9.0,1.0,1.0
287,0,-82,-898,7,29,9.0,0.0,0.0
288,1,-40,170,7,24,2.0,0.0,0.0
289,0,-9,-609,2,11,-2.0,1.0,1.0
290,1,86,630,-2,4,-10.0,1.0,1.0
291,0,-31,-272,-4,23,10.0,0.0,0.0
292,1,-23,165,8,22,-1.0,1.0,1.0
293,0,-21,12,9,16,1.0,0.0,0.0
294,1,116,1079,-8,3,-14.5,1.0,0.0
295,0,-38,-326,1,20,14.5,0.0,1.0
296,1,9,276,1,17,-9.5,1.0,1.0
297,0,-81,-162,7,32,9.5,0.0,0.0
298,1,-32,-298,-5,25,-3.0,0.0,0.0
299,0,-7,148,8,19,3.0,1.0,1.0
300,1,19,-208,-4,6,-3.0,1.0,1.0
301,0,27,-576,-11,9,3.0,0.0,0.0
302,1,5,-233,-7,10,2.5,0.0,0.0
303,0,30,280,0,7,-2.5,1.0,1.0
304,1,-47,-275,-9,26,3.0,0.0,0.0
305,0,20,363,-3,12,-3.0,1.0,1.0
306,1,-22,-332,-5,27,-4.5,1.0,1.0
307,0,-36,-303,11,29,4.5,0.0,0.0
308,1,-69,-810,5,31,9.0,1.0,1.0
309,0,127,1155,-6,5,-9.0,0.0,0.0
310,1,101,884,-4,2,-11.0,1.0,0.0
311,0,-16,-21,1,14,11.0,0.0,1.0
312,1,-106,-1105,7,28,3.0,0.0,0.0
313,0,-112,-258,11,30,-3.0,1.0,1.0
314,1,50,235,-6,13,-5.5,1.0,1.0
315,0,-26,-398,7,21,5.5,0.0,0.0
316,1,-23,-822,-6,15,16.0,0.0,0.0
317,0,208,1381,-11,1,-16.0,1.0,1.0
318,1,-85,-23,5,18,0.0,1.0,1.0
319,0,26,253,1,8,0.0,0.0,0.0
320,1,-1,-198,-5,12,3.0,0.0,0.0
321,0,100,565,-5,3,-3.0,1.0,1.0
322,1,106,823,-5,2,-14.5,1.0,1.0
323,0,-66,-776,4,29,14.5,0.0,0.0
324,1,-71,-315,-7,27,14.0,0.0,0.0
325,0,119,1061,-9,4,-14.0,1.0,1.0
326,1,-41,-308,2,21,-4.0,0.0,0.0
327,0,-43,-409,8,30,4.0,1.0,1.0
328,1,-108,-295,9,28,3.0,0.0,0.0
329,0,57,315,-6,9,-3.0,1.0,1.0
330,1,-40,-149,0,26,1.0,1.0,1.0
331,0,12,317,3,11,-1.0,0.0,0.0
332,1,44,403,-5,10,-3.0,1.0,1.0
333,0,-21,40,2,18,3.0,0.0,0.0
334,1,36,245,-2,6,-7.0,0.0,0.0
335,0,-15,-226,-2,23,7.0,1.0,1.0
336,1,-6,-597,0,8,-3.0,1.0,1.0
337,0,-10,228,7,17,3.0,0.0,0.0
338,1,-45,-207,-1,25,3.0,0.0,0.0
339,0,-34,-51,10,20,-3.0,1.0,1.0
340,1,26,-285,-6,5,-9.0,1.0,1.0
341,0,-69,-1103,-4,19,9.0,0.0,0.0
342,1,1,-1,3,16,-10.0,0.0,0.0
343,0,-110,-1068,9,31,10.0,1.0,1.0
344,1,20,-499,-9,13,-9.0,1.0,1.0
345,0,-43,158,9,24,9.0,0.0,0.0
346,1,-33,-478,7,22,-1.0,1.0,1.0
347,0,-71,-87,3,14,1.0,0.0,0.0
348,1,254,1662,-13,1,-24.5,1.0,0.0
349,0,19,442,4,15,24.5,0.0,1.0
350,1,124,1121,-5,7,-16.0,1.0,0.0
351,0,-91,-328,4,32,16.0,0.0,1.0
352,1,137,987,-6,2,-6.5,1.0,1.0
353,0,111,715,-5,3,6.5,0.0,0.0
354,1,-113,-332,9,29,-3.0,1.0,1.0
355,0,-89,-430,-6,30,3.0,0.0,0.0
356,1,-44,-328,2,24,6.0,0.0,0.0
357,0,38,-377,-11,10,-6.0,1.0,1.0
358,1,-27,260,8,20,-6.0,0.0,0.0
359,0,-91,-1222,-2,22,6.0,1.0,1.0
360,1,16,423,7,15,-3.0,0.0,0.0
361,0,62,352,-6,8,3.0,1.0,1.0
362,1,-17,196,4,12,-3.5,1.0,1.0
363,0,-20,145,9,21,3.5,0.0,0.0
364,1,137,1176,-10,4,-7.0,1.0,0.0
365,0,48,-166,-8,5,7.0,0.0,1.0
366,1,-94,-385,5,32,-1.0,0.0,0.0
367,0,-97,-940,5,31,1.0,1.0,1.0
368,1,-70,-385,2,26,-3.0,1.0,1.0
369,0,-104,-1246,5,28,3.0,0.0,0.0
370,1,9,-284,-6,18,-4.5,1.0,1.0
371,0,-12,-348,-5,14,4.5,0.0,0.0
372,1,-40,-389,8,27,3.0,1.0,1.0
373,0,-74,50,1,17,-3.0,0.0,0.0
374,1,-5,177,7,19,0.0,1.0,1.0
375,0,4,-514,-2,7,0.0,0.0,0.0
376,1,-30,-615,9,16,1.0,0.0,0.0
377,0,12,303,2,11,-1.0,1.0,1.0
378,1,-9,127,7,13,-3.0,0.0,0.0
379,0,50,183,-11,9,3.0,1.0,1.0
380,1,127,1178,-6,6,-7.0,1.0,1.0
381,0,-11,-28,-1,23,7.0,0.0,0.0
382,1,-61,36,11,25,18.5,0.0,1.0
383,0,257,1681,-16,1,-18.5,1.0,0.0
384,1,-28,184,9,21,-3.0,1.0,1.0
385,0,-35,-659,5,16,3.0,0.0,0.0
386,1,-28,78,10,22,2.0,1.0,1.0
387,0,54,403,-11,8,-2.0,0.0,0.0
388,1,-90,-1146,-3,15,-7.0,1.0,1.0
389,0,-121,-570,8,32,7.0,0.0,0.0
390,1,-9,263,3,12,1.0,0.0,0.0
391,0,52,-315,-14,9,-1.0,1.0,1.0
392,1,-25,-64,-4,25,-10.0,1.0,0.0
393,0,-101,-358,8,28,10.0,0.0,1.0
394,1,101,658,-4,4,-10.0,1.0,1.0
395,0,-26,-309,5,26,10.0,0.0,0.0
396,1,12,475,9,19,-3.0,0.0,0.0
397,0,17,347,6,10,3.0,1.0,1.0
398,1,-44,-538,-5,18,10.5,0.0,1.0
399,0,147,1044,-7,2,-10.5,1.0,0.0
400,1,45,-97,-7,6,-10.5,1.0,1.0
401,0,-53,-257,-2,23,10.5,0.0,0.0
402,1,-121,-1374,9,30,8.5,0.0,0.0
403,0,41,-94,-6,13,-8.5,1.0,1.0
404,1,66,300,-8,7,-7.5,1.0,1.0
405,0,1,100,4,14,7.5,0.0,0.0
406,1,260,1631,-17,1,-10.5,1.0,1.0
407,0,141,1214,-3,5,10.5,0.0,0.0
408,1,-88,-30,4,20,-7.5,1.0,1.0
409,0,-58,-390,5,27,7.5,0.0,0.0
410,1,-70,-755,2,29,3.5,0.0,0.0
411,0,-2,-437,1,11,-3.5,1.0,1.0
412,1,-64,86,12,24,9.0,0.0,0.0
413,0,140,1107,-11,3,-9.0,1.0,1.0
414,1,-101,-404,-5,31,4.5,0.0,0.0
415,0,-13,-93,7,17,-4.5,1.0,1.0
416,1,-14,30,10,19,2.0,1.0,1.0
417,0,-54,294,1,15,-2.0,0.0,0.0
418,1,-141,-1372,13,31,8.0,1.0,1.0
419,0,-16,65,-4,22,-8.0,0.0,0.0
420,1,-92,-714,8,27,3.5,0.0,0.0
421,0,-15,162,2,13,-3.5,1.0,1.0
422,1,-110,-487,8,28,7.0,0.0,0.0
423,0,132,870,-6,4,-7.0,1.0,1.0
424,1,-84,-535,-1,24,8.0,1.0,1.0
425,0,87,294,-13,6,-8.0,0.0,0.0
426,1,281,1703,-18,1,-20.5,1.0,0.0
427,0,-76,-705,3,29,20.5,0.0,1.0
428,1,4,-487,0,10,-5.0,1.0,1.0
429,0,-69,-1042,-7,14,5.0,0.0,0.0
430,1,120,1142,-2,8,-3.0,0.0,0.0
431,0,76,181,-8,5,3.0,1.0,1.0
432,1,7,57,7,16,-3.5,1.0,1.0
433,0,-20,106,9,18,3.5,0.0,0.0
434,1,-142,-674,12,32,3.0,1.0,1.0
435,0,-88,-5,17,25,-3.0,0.0,0.0
436,1,40,451,-11,11,-12.5,1.0,1.0
437,0,-121,-554,-5,30,12.5,0.0,0.0
438,1,-57,-521,7,26,10.0,0.0,1.0
439,0,164,1198,-16,3,-10.0,1.0,0.0
440,1,148,1022,-6,2,-10.0,0.0,0.0
441,0,9,463,8,21,10.0,1.0,1.0
442,1,58,-214,-13,7,-9.5,1.0,1.0
443,0,-45,-516,-6,20,9.5,0.0,0.0
444,1,20,359,7,9,-6.0,0.0,0.0
445,0,-20,173,8,17,6.0,1.0,1.0
446,1,61,-96,-10,12,-10.5,1.0,0.0
447,0,-43,-648,6,23,10.5,0.0,1.0
448,1,-129,-400,7,29,8.0,0.0,0.0
449,0,113,938,-3,8,-8.0,1.0,1.0
450,1,-81,-495,-2,21,10.5,0.0,1.0
451,0,144,947,-4,3,-10.5,1.0,0.0
452,1,-82,-604,0,22,-5.0,1.0,0.5
453,0,-101,-735,11,26,5.0,0.0,0.5
454,1,-23,41,-4,23,3.0,1.0,1.0
455,0,12,-415,0,7,-3.0,0.0,0.0
456,1,-77,-1114,-7,17,3.0,0.0,0.0
457,0,8,357,8,12,-3.0,1.0,1.0
458,1,83,385,-7,5,-13.5,1.0,1.0
459,0,-64,-590,6,25,13.5,0.0,0.0
460,1,14,161,7,14,-3.0,0.0,0.0
461,0,13,538,6,18,3.0,1.0,1.0
462,1,171,1267,-15,2,-6.5,1.0,1.0
463,0,4,80,11,15,6.5,0.0,0.0
464,1,-50,-811,3,24,7.0,1.0,1.0
465,0,151,783,-5,4,-7.0,0.0,0.0
466,1,-27,2,9,20,-10.5,1.0,0.0
467,0,-155,-706,-2,31,10.5,0.0,1.0
468,1,-134,-1348,13,28,7.0,1.0,1.0
469,0,74,603,-14,9,-7.0,0.0,0.0
470,1,-6,183,-1,13,-9.0,1.0,0.0
471,0,-86,-736,4,30,9.0,0.0,1.0
472,1,291,1734,-19,1,-22.5,1.0,0.0
473,0,-136,-659,11,32,22.5,0.0,1.0
474,1,84,254,-12,10,-13.5,1.0,1.0
475,0,-94,-20,18,27,13.5,0.0,0.0
476,1,68,67,-7,11,-6.0,0.0,0.0
477,0,-8,175,7,16,6.0,1.0,1.0
478,1,95,-126,-19,6,-8.5,1.0,1.0
479,0,-72,244,0,19,8.5,0.0,0.0
480,1,25,496,8,10,13.5,0.0,1.0
481,0,312,1893,-15,1,-13.5,1.0,0.0
482,1,-22,-845,1,20,-1.0,1.0,1.0
483,0,-1,72,7,17,1.0,0.0,0.0
484,1,28,627,6,15,-9.0,1.0,0.0
485,0,-94,-1253,-7,16,9.0,0.0,1.0
486,1,-19,-79,13,18,-7.0,1.0,1.0
487,0,121,607,-9,4,7.0,0.0,0.0
488,1,123,817,-3,5,-3.0,1.0,1.0
489,0,-77,-775,0,21,3.0,0.0,0.0
490,1,72,824,-14,12,2.5,0.0,0.0
491,0,-88,-684,-2,24,-2.5,1.0,1.0
492,1,7,-305,1,11,-11.5,1.0,1.0
493,0,-132,-1569,13,25,11.5,0.0,0.0
494,1,-157,-818,7,32,3.0,0.0,0.0
495,0,-18,-69,-5,23,-3.0,1.0,1.0
496,1,-158,-738,-1,31,2.0,1.0,1.0
497,0,105,297,-13,7,-2.0,0.0,0.0
498,1,-90,-713,4,30,-4.5,1.0,0.0
499,0,-106,-564,11,28,4.5,0.0,1.0
500,1,3,243,4,13,-9.0,1.0,1.0
501,0,151,1136,-4,3,9.0,0.0,0.0
502,1,-102,-812,8,27,9.0,0.0,0.0
503,0,115,-17,-21,6,-9.0,1.0,1.0
504,1,-24,34,8,19,-6.0,1.0,1.0
505,0,-146,-509,9,29,6.0,0.0,0.0
506,1,-92,135,2,22,3.0,1.0,1.0
507,0,57,-1,-4,14,-3.0,0.0,0.0
508,1,-115,-63,19,26,3.0,1.0,1.0
509,0,130,1047,-5,8,-3.0,0.0,0.0
510,1,194,1426,-17,2,4.5,0.0,0.0
511,0,-2,160,-1,9,-4.5,1.0,1.0
512,1,0,0,0,8,-4.5,1.0,1.0
513,0,0,0,0,19,4.5,0.0,0.0
514,1,0,0,0,12,-8.0,1.0,1.0
515,0,0,0,0,28,8.0,0.0,0.0
516,1,0,0,0,30,3.0,0.0,0.0
517,0,0,0,0,16,-3.0,1.0,1.0
518,1,0,0,0,1,-16.0,1.0,0.0
519,0,0,0,0,31,16.0,0.0,1.0
520,1,0,0,0,6,-6.5,1.0,1.0
521,0,0,0,0,20,6.5,0.0,0.0
522,1,0,0,0,7,-3.0,1.0,1.0
523,0,0,0,0,15,3.0,0.0,0.0
524,1,0,0,0,18,-1.0,1.0,1.0
525,0,0,0,0,9,1.0,0.0,0.0
526,1,0,0,0,32,3.0,1.0,1.0
527,0,0,0,0,26,-3.0,0.0,0.0
528,1,0,0,0,14,3.0,1.0,1.0
529,0,0,0,0,5,-3.0,0.0,0.0
530,1,0,0,0,24,2.0,1.0,1.0
531,0,0,0,0,23,-2.0,0.0,0.0
532,1,0,0,0,2,-9.0,0.0,0.0
533,0,0,0,0,17,9.0,1.0,1.0
534,1,0,0,0,13,6.0,0.0,0.0
535,0,0,0,0,3,-6.0,1.0,1.0
536,1,0,0,0,29,2.5,0.0,0.0
537,0,0,0,0,21,-2.5,1.0,1.0
